injury_id,date_id,player_id,main_injury_category_id,secondary_injury_category_id,injury_category_text,status
1078,19990311,1861,5,0,Back,Relinquished
1079,19990312,180,9,0,Muscular,Relinquished
1080,19990312,907,1,2,Ankle/Foot,Relinquished
1081,19990313,111,5,0,Back,Relinquished
1082,19990314,123,9,0,Muscular,Relinquished
1083,19990314,1751,8,0,Knee,Relinquished
1084,19990315,1801,5,0,Back,Relinquished
1085,19990316,52,1,2,Ankle/Foot,Relinquished
1086,19990316,324,9,0,Muscular,Relinquished
1087,19990316,1748,5,0,Back,Relinquished
1088,19990317,1868,5,0,Back,Relinquished
1089,19990318,457,8,0,Knee,Relinquished
1090,19990322,29,3,4,Arm/Hand,Relinquished
1091,19990322,35,1,2,Ankle/Foot,Relinquished
1092,19990322,1074,3,4,Arm/Hand,Relinquished
1093,19990323,28,1,2,Ankle/Foot,Relinquished
1094,19990323,55,3,4,Arm/Hand,Relinquished
1095,19990323,197,1,2,Ankle/Foot,Relinquished
1096,19990323,428,9,0,Muscular,Relinquished
1097,19990323,452,3,4,Arm/Hand,Relinquished
1098,19990323,786,9,0,Muscular,Relinquished
1099,19990323,1756,5,0,Back,Relinquished
1100,19990325,166,8,0,Knee,Relinquished
1101,19990325,1631199,8,0,Knee,Relinquished
1102,19990326,735,8,0,Knee,Relinquished
1103,19990326,931,5,0,Back,Relinquished
1104,19990328,364,1,2,Ankle/Foot,Relinquished
1105,19990329,1743,3,4,Arm/Hand,Relinquished
1106,19990330,123,9,0,Muscular,Relinquished
1107,19990401,145,1,2,Ankle/Foot,Relinquished
1108,19990402,98,9,0,Muscular,Relinquished
1109,19990402,1477,3,4,Arm/Hand,Relinquished
1110,19990405,969,1,2,Ankle/Foot,Relinquished
1111,19990406,182,8,0,Knee,Relinquished
1112,19990406,979,1,2,Ankle/Foot,Relinquished
1113,19990406,1569,8,0,Knee,Relinquished
1114,19990407,210,8,0,Knee,Relinquished
1115,19990407,1753,8,0,Knee,Relinquished
1116,19990407,1845,1,2,Ankle/Foot,Relinquished
1117,19990408,1003,5,0,Back,Relinquished
1118,19990409,699,1,2,Ankle/Foot,Relinquished
1119,19990411,1748,5,0,Back,Relinquished
1120,19990412,436,1,2,Ankle/Foot,Relinquished
1121,19990413,216,8,0,Knee,Relinquished
1122,19990414,35,1,2,Ankle/Foot,Relinquished
1123,19990414,1507,8,0,Knee,Relinquished
1124,19990414,1750,8,0,Knee,Relinquished
1125,19990417,123,3,4,Arm/Hand,Relinquished
1126,19990421,72,9,0,Muscular,Relinquished
1127,19990421,674,1,2,Ankle/Foot,Relinquished
1128,19990421,777,8,0,Knee,Relinquished
1129,19990421,907,1,2,Ankle/Foot,Relinquished
1130,19990423,239,8,0,Knee,Relinquished
1131,19990423,279,8,0,Knee,Relinquished
1132,19990423,989,5,0,Back,Relinquished
1133,19990423,77178,8,0,Knee,Relinquished
1134,19990425,77,5,0,Back,Relinquished
1135,19990425,279,8,0,Knee,Relinquished
1136,19990425,77178,8,0,Knee,Relinquished
1137,19990427,234,5,0,Back,Relinquished
1138,19990427,1496,3,4,Arm/Hand,Relinquished
1139,19990427,1740,5,0,Back,Relinquished
1140,19990428,1871,8,0,Knee,Relinquished
1141,19990430,679,1,2,Ankle/Foot,Relinquished
1142,19990501,192,8,0,Knee,Relinquished
1143,19990501,209,5,0,Back,Relinquished
1144,19990502,55,3,4,Arm/Hand,Relinquished
1145,19990503,753,1,2,Ankle/Foot,Relinquished
1146,19990504,65,5,0,Back,Relinquished
1147,19990504,223,3,4,Arm/Hand,Relinquished
1148,19990504,292,8,0,Knee,Relinquished
1149,19990504,297,5,0,Back,Relinquished
1150,19990504,299,8,0,Knee,Relinquished
1151,19990504,203922,8,0,Knee,Relinquished
1152,19990504,916,8,0,Knee,Relinquished
1153,19990504,201607,1,2,Ankle/Foot,Relinquished
1154,19990506,224,3,4,Arm/Hand,Relinquished
1155,19990511,1709,8,0,Knee,Relinquished
1156,19990518,133,8,0,Knee,Relinquished
1157,19990518,364,1,2,Ankle/Foot,Relinquished
1158,19990519,722,1,2,Ankle/Foot,Relinquished
1159,19990521,1717,11,0,Surgery,Relinquished
1160,19990706,369,8,0,Knee,Relinquished
1161,19990717,1728,8,0,Knee,Relinquished
1162,19990730,1505,8,0,Knee,Relinquished
1163,19990917,956,8,0,Knee,Relinquished
1164,19990921,693,1,2,Ankle/Foot,Relinquished
1165,19991101,31,8,0,Knee,Relinquished
1166,19991101,55,1,2,Ankle/Foot,Relinquished
1167,19991101,65,5,0,Back,Relinquished
1168,19991101,82,5,0,Back,Relinquished
1169,19991101,109,8,0,Knee,Relinquished
1170,19991101,111,9,0,Muscular,Relinquished
1171,19991101,201607,1,2,Ankle/Foot,Relinquished
1172,19991101,78554,5,0,Back,Relinquished
1173,19991101,78554,5,0,Back,Relinquished
1174,19991101,78575,5,0,Back,Relinquished
1175,19991101,78575,5,0,Back,Relinquished
1176,19991101,200793,8,0,Knee,Relinquished
1177,19991101,1926,8,0,Knee,Relinquished
1178,19991101,1930,3,4,Arm/Hand,Relinquished
1179,19991101,1942,9,0,Muscular,Relinquished
1180,19991101,1953,8,0,Knee,Relinquished
1181,19991101,1983,8,0,Knee,Relinquished
1182,19991101,1886,3,4,Arm/Hand,Relinquished
1183,19991101,1906,1,2,Ankle/Foot,Relinquished
1184,19991101,1914,3,4,Arm/Hand,Relinquished
1185,19991101,1915,3,4,Arm/Hand,Relinquished
1186,19991101,1916,9,0,Muscular,Relinquished
1187,19991101,1920,5,0,Back,Relinquished
1188,19991101,1743,5,0,Back,Relinquished
1189,19991101,1747,1,2,Ankle/Foot,Relinquished
1190,19991101,1752,8,0,Knee,Relinquished
1191,19991101,1753,9,0,Muscular,Relinquished
1192,19991101,1754,8,0,Knee,Relinquished
1193,19991101,1871,8,0,Knee,Relinquished
1194,19991101,1497,1,2,Ankle/Foot,Relinquished
1195,19991101,1504,1,2,Ankle/Foot,Relinquished
1196,19991101,1515,8,0,Knee,Relinquished
1197,19991101,1630,5,0,Back,Relinquished
1198,19991101,1729,8,0,Knee,Relinquished
1199,19991101,1736,1,2,Ankle/Foot,Relinquished
1200,19991101,954,8,0,Knee,Relinquished
1201,19991101,956,8,0,Knee,Relinquished
1202,19991101,977,3,4,Arm/Hand,Relinquished
1203,19991101,980,1,2,Ankle/Foot,Relinquished
1204,19991101,1023,3,4,Arm/Hand,Relinquished
1205,19991101,1032,1,2,Ankle/Foot,Relinquished
1206,19991101,769,8,0,Knee,Relinquished
1207,19991101,901,3,4,Arm/Hand,Relinquished
1208,19991101,914,3,4,Arm/Hand,Relinquished
1209,19991101,916,8,0,Knee,Relinquished
1210,19991101,674,8,0,Knee,Relinquished
1211,19991101,689,1,2,Ankle/Foot,Relinquished
1212,19991101,691,8,0,Knee,Relinquished
1213,19991101,718,9,0,Muscular,Relinquished
1214,19991101,761,8,0,Knee,Relinquished
1215,19991101,766,8,0,Knee,Relinquished
1216,19991101,365,1,2,Ankle/Foot,Relinquished
1217,19991101,400,1,2,Ankle/Foot,Relinquished
1218,19991101,420,8,0,Knee,Relinquished
1219,19991101,441,8,0,Knee,Relinquished
1220,19991101,456,1,2,Ankle/Foot,Relinquished
1221,19991101,672,8,0,Knee,Relinquished
1222,19991101,156,8,0,Knee,Relinquished
1223,19991101,192,9,0,Muscular,Relinquished
1224,19991101,244,8,0,Knee,Relinquished
1225,19991101,258,8,0,Knee,Relinquished
1226,19991101,280,1,2,Ankle/Foot,Relinquished
1227,19991105,1893,8,0,Knee,Relinquished
1228,19991111,1844,8,0,Knee,Relinquished
1229,19991111,1910,5,0,Back,Relinquished
1230,19991112,238,3,4,Arm/Hand,Relinquished
1231,19991113,180,9,0,Muscular,Relinquished
1232,19991114,28,1,2,Ankle/Foot,Relinquished
1233,19991115,262,5,0,Back,Relinquished
1234,19991115,679,1,2,Ankle/Foot,Relinquished
1235,19991115,1723,1,2,Ankle/Foot,Relinquished
1236,19991115,1731,8,0,Knee,Relinquished
1237,19991115,1741,1,2,Ankle/Foot,Relinquished
1238,19991116,170,3,4,Arm/Hand,Relinquished
1239,19991116,1511,8,0,Knee,Relinquished
1240,19991116,1752,8,0,Knee,Relinquished
1241,19991117,54,1,2,Ankle/Foot,Relinquished
1242,19991117,1919,8,0,Knee,Relinquished
1243,19991120,676,5,0,Back,Relinquished
1244,19991122,914,5,0,Back,Relinquished
1245,19991122,1719,8,0,Knee,Relinquished
1246,19991124,383,1,2,Ankle/Foot,Relinquished
1247,19991124,947,3,4,Arm/Hand,Relinquished
1248,19991124,1863,8,0,Knee,Relinquished
1249,19991124,1914,3,4,Arm/Hand,Relinquished
1250,19991126,1983,8,0,Knee,Relinquished
1251,19991127,913,5,0,Back,Relinquished
1252,19991127,1930,8,0,Knee,Relinquished
1253,19991127,77156,5,0,Back,Relinquished
1254,19991129,165,9,0,Muscular,Relinquished
1255,19991130,1892,8,0,Knee,Relinquished
1256,19991201,979,1,2,Ankle/Foot,Relinquished
1257,19991201,1065,3,4,Arm/Hand,Relinquished
1258,19991201,1904,8,0,Knee,Relinquished
1259,19991201,1930,8,0,Knee,Relinquished
1260,19991202,456,1,2,Ankle/Foot,Relinquished
1261,19991202,923,8,0,Knee,Relinquished
1262,19991202,955,1,2,Ankle/Foot,Relinquished
1263,19991203,262,5,0,Back,Relinquished
1264,19991204,1065,3,4,Arm/Hand,Relinquished
1265,19991205,1746,1,2,Ankle/Foot,Relinquished
1266,19991205,1844,8,0,Knee,Relinquished
1267,19991205,1890,8,0,Knee,Relinquished
1268,19991206,1942,9,0,Muscular,Relinquished
1269,19991207,440,5,0,Back,Relinquished
1270,19991207,468,5,0,Back,Relinquished
1271,19991208,389,5,0,Back,Relinquished
1272,19991210,49,8,0,Knee,Relinquished
1273,19991210,787,8,0,Knee,Relinquished
1274,19991210,969,1,2,Ankle/Foot,Relinquished
1275,19991210,1594,1,2,Ankle/Foot,Relinquished
1276,19991211,170,3,4,Arm/Hand,Relinquished
1277,19991211,280,5,0,Back,Relinquished
1278,19991211,1563,8,0,Knee,Relinquished
1279,19991211,1953,8,0,Knee,Relinquished
1280,19991212,1718,1,2,Ankle/Foot,Relinquished
1281,19991214,1728,9,0,Muscular,Relinquished
1282,19991215,49,8,0,Knee,Relinquished
1283,19991215,765,9,0,Muscular,Relinquished
1284,19991217,187,9,0,Muscular,Relinquished
1285,19991217,753,8,0,Knee,Relinquished
1286,19991217,1051,8,0,Knee,Relinquished
1287,19991218,123,1,2,Ankle/Foot,Relinquished
1288,19991218,156,1,2,Ankle/Foot,Relinquished
1289,19991218,1497,3,4,Arm/Hand,Relinquished
1290,19991220,689,1,2,Ankle/Foot,Relinquished
1291,19991220,1515,5,0,Back,Relinquished
1292,19991221,82,5,0,Back,Relinquished
1293,19991221,358,1,2,Ankle/Foot,Relinquished
1294,19991222,198,9,0,Muscular,Relinquished
1295,19991222,224,3,4,Arm/Hand,Relinquished
1296,19991222,1497,3,4,Arm/Hand,Relinquished
1297,19991222,1741,1,2,Ankle/Foot,Relinquished
1298,19991226,28,3,4,Arm/Hand,Relinquished
1299,19991226,209,9,0,Muscular,Relinquished
1300,19991226,962,1,2,Ankle/Foot,Relinquished
1301,19991227,1919,8,0,Knee,Relinquished
1302,19991228,428,1,2,Ankle/Foot,Relinquished
1303,19991230,1517,8,0,Knee,Relinquished
1304,19991230,1887,8,0,Knee,Relinquished
1305,20000105,685,9,0,Muscular,Relinquished
1306,20000105,1953,8,0,Knee,Relinquished
1307,20000107,137,8,0,Knee,Relinquished
1308,20000107,763,9,0,Muscular,Relinquished
1309,20000107,1754,8,0,Knee,Relinquished
1310,20000107,1892,8,0,Knee,Relinquished
1311,20000109,168,1,2,Ankle/Foot,Relinquished
1312,20000109,317,8,0,Knee,Relinquished
1313,20000109,1559,1,2,Ankle/Foot,Relinquished
1314,20000109,1908,1,2,Ankle/Foot,Relinquished
1315,20000110,769,8,0,Knee,Relinquished
1316,20000110,964,8,0,Knee,Relinquished
1317,20000112,42,5,0,Back,Relinquished
1318,20000112,1918,1,2,Ankle/Foot,Relinquished
1319,20000113,1509,3,4,Arm/Hand,Relinquished
1320,20000119,1562,3,4,Arm/Hand,Relinquished
1321,20000121,262,1,2,Ankle/Foot,Relinquished
1322,20000124,176,8,0,Knee,Relinquished
1323,20000125,677,8,0,Knee,Relinquished
1324,20000125,718,9,0,Muscular,Relinquished
1325,20000125,992,5,0,Back,Relinquished
1326,20000126,1752,8,0,Knee,Relinquished
1327,20000128,457,9,0,Muscular,Relinquished
1328,20000128,1763,1,2,Ankle/Foot,Relinquished
1329,20000128,1901,8,0,Knee,Relinquished
1330,20000130,1906,5,0,Back,Relinquished
1331,20000131,156,1,2,Ankle/Foot,Relinquished
1332,20000201,187,9,0,Muscular,Relinquished
1333,20000201,400,5,0,Back,Relinquished
1334,20000201,1733,5,0,Back,Relinquished
1335,20000201,1914,8,0,Knee,Relinquished
1336,20000202,63,3,4,Arm/Hand,Relinquished
1337,20000202,78197,3,4,Arm/Hand,Relinquished
1338,20000207,1538,3,4,Arm/Hand,Relinquished
1339,20000207,76990,3,4,Arm/Hand,Relinquished
1340,20000208,77,1,2,Ankle/Foot,Relinquished
1341,20000208,103,5,0,Back,Relinquished
1342,20000208,1138,8,0,Knee,Relinquished
1343,20000209,932,1,2,Ankle/Foot,Relinquished
1344,20000209,948,8,0,Knee,Relinquished
1345,20000215,1736,1,2,Ankle/Foot,Relinquished
1346,20000216,674,8,0,Knee,Relinquished
1347,20000216,1032,8,0,Knee,Relinquished
1348,20000218,1497,3,4,Arm/Hand,Relinquished
1349,20000220,777,5,0,Back,Relinquished
1350,20000220,1509,1,2,Ankle/Foot,Relinquished
1351,20000221,1902,5,0,Back,Relinquished
1352,20000223,63,3,4,Arm/Hand,Relinquished
1353,20000223,1802,8,0,Knee,Relinquished
1354,20000223,78197,3,4,Arm/Hand,Relinquished
1355,20000224,901,8,0,Knee,Relinquished
1356,20000224,1511,5,0,Back,Relinquished
1357,20000224,1743,5,0,Back,Relinquished
1358,20000225,344,5,0,Back,Relinquished
1359,20000225,690,5,0,Back,Relinquished
1360,20000226,735,8,0,Knee,Relinquished
1361,20000228,31,8,0,Knee,Relinquished
1362,20000228,1733,9,0,Muscular,Relinquished
1363,20000301,238,1,2,Ankle/Foot,Relinquished
1364,20000302,672,5,0,Back,Relinquished
1365,20000303,179,9,0,Muscular,Relinquished
1366,20000306,170,8,0,Knee,Relinquished
1367,20000307,456,8,0,Knee,Relinquished
1368,20000307,766,8,0,Knee,Relinquished
1369,20000307,964,3,4,Arm/Hand,Relinquished
1370,20000307,1569,5,0,Back,Relinquished
1371,20000307,1960,5,0,Back,Relinquished
1372,20000308,1513,1,2,Ankle/Foot,Relinquished
1373,20000310,190,3,4,Arm/Hand,Relinquished
1374,20000310,962,1,2,Ankle/Foot,Relinquished
1375,20000313,339,8,0,Knee,Relinquished
1376,20000313,345,8,0,Knee,Relinquished
1377,20000315,317,8,0,Knee,Relinquished
1378,20000316,904,9,0,Muscular,Relinquished
1379,20000317,107,8,0,Knee,Relinquished
1380,20000321,82,9,0,Muscular,Relinquished
1381,20000322,956,3,4,Arm/Hand,Relinquished
1382,20000323,393,9,0,Muscular,Relinquished
1383,20000323,442,5,0,Back,Relinquished
1384,20000324,248,8,0,Knee,Relinquished
1385,20000324,717,1,2,Ankle/Foot,Relinquished
1386,20000325,467,1,2,Ankle/Foot,Relinquished
1387,20000326,906,5,0,Back,Relinquished
1388,20000326,1505,3,4,Arm/Hand,Relinquished
1389,20000329,769,8,0,Knee,Relinquished
1390,20000403,1138,8,0,Knee,Relinquished
1391,20000406,226,8,0,Knee,Relinquished
1392,20000406,961,1,2,Ankle/Foot,Relinquished
1393,20000406,1733,5,0,Back,Relinquished
1394,20000407,1915,1,2,Ankle/Foot,Relinquished
1395,20000408,753,5,0,Back,Relinquished
1396,20000408,947,1,2,Ankle/Foot,Relinquished
1397,20000410,176,8,0,Knee,Relinquished
1398,20000410,1743,5,0,Back,Relinquished
1399,20000411,82,9,0,Muscular,Relinquished
1400,20000414,965,1,2,Ankle/Foot,Relinquished
1401,20000417,1518,3,4,Arm/Hand,Relinquished
1402,20000418,210,7,0,Illness,Relinquished
1403,20000418,255,1,2,Ankle/Foot,Relinquished
1404,20000418,947,1,2,Ankle/Foot,Relinquished
1405,20000418,948,8,0,Knee,Relinquished
1406,20000418,1942,9,0,Muscular,Relinquished
1407,20000419,98,8,0,Knee,Relinquished
1408,20000419,185,9,0,Muscular,Relinquished
1409,20000419,954,8,0,Knee,Relinquished
1410,20000419,1724,1,2,Ankle/Foot,Relinquished
1411,20000419,1975,1,2,Ankle/Foot,Relinquished
1412,20001030,26,8,0,Knee,Relinquished
1413,20001030,28,3,4,Arm/Hand,Relinquished
1414,20001030,65,5,0,Back,Relinquished
1415,20001030,67,8,0,Knee,Relinquished
1416,20001030,95,8,0,Knee,Relinquished
1417,20001030,103,8,0,Knee,Relinquished
1418,20001030,200793,8,0,Knee,Relinquished
1419,20001030,2063,1,2,Ankle/Foot,Relinquished
1420,20001030,2073,8,0,Knee,Relinquished
1421,20001030,2078,5,0,Back,Relinquished
1422,20001030,2121,8,0,Knee,Relinquished
1423,20001030,2123,9,0,Muscular,Relinquished
1424,20001030,2130,3,4,Arm/Hand,Relinquished
1425,20001030,1942,8,0,Knee,Relinquished
1426,20001030,1956,1,2,Ankle/Foot,Relinquished
1427,20001030,2041,1,2,Ankle/Foot,Relinquished
1428,20001030,2051,3,4,Arm/Hand,Relinquished
1429,20001030,2053,8,0,Knee,Relinquished
1430,20001030,2055,9,0,Muscular,Relinquished
1431,20001030,1901,1,2,Ankle/Foot,Relinquished
1432,20001030,1909,8,0,Knee,Relinquished
1433,20001030,1914,1,2,Ankle/Foot,Relinquished
1434,20001030,1916,9,0,Muscular,Relinquished
1435,20001030,1919,5,0,Back,Relinquished
1436,20001030,1924,8,0,Knee,Relinquished
1437,20001030,1754,8,0,Knee,Relinquished
1438,20001030,1763,1,2,Ankle/Foot,Relinquished
1439,20001030,1765,3,4,Arm/Hand,Relinquished
1440,20001030,1801,8,0,Knee,Relinquished
1441,20001030,1863,8,0,Knee,Relinquished
1442,20001030,1893,5,0,Back,Relinquished
1443,20001030,994,1,2,Ankle/Foot,Relinquished
1444,20001030,1061,8,0,Knee,Relinquished
1445,20001030,1565,8,0,Knee,Relinquished
1446,20001030,1729,1,2,Ankle/Foot,Relinquished
1447,20001030,1736,3,4,Arm/Hand,Relinquished
1448,20001030,1743,1,2,Ankle/Foot,Relinquished
1449,20001030,761,8,0,Knee,Relinquished
1450,20001030,766,8,0,Knee,Relinquished
1451,20001030,904,5,0,Back,Relinquished
1452,20001030,954,8,0,Knee,Relinquished
1453,20001030,962,8,0,Knee,Relinquished
1454,20001030,965,1,2,Ankle/Foot,Relinquished
1455,20001030,371,8,0,Knee,Relinquished
1456,20001030,384,9,0,Muscular,Relinquished
1457,20001030,462,8,0,Knee,Relinquished
1458,20001030,682,5,0,Back,Relinquished
1459,20001030,717,8,0,Knee,Relinquished
1460,20001030,718,9,0,Muscular,Relinquished
1461,20001030,180,8,0,Knee,Relinquished
1462,20001030,244,8,0,Knee,Relinquished
1463,20001030,339,8,0,Knee,Relinquished
1464,20001030,344,5,0,Back,Relinquished
1465,20001030,358,8,0,Knee,Relinquished
1466,20001030,364,8,0,Knee,Relinquished
1467,20001031,105,9,0,Muscular,Relinquished
1468,20001102,692,9,0,Muscular,Relinquished
1469,20001105,255,1,2,Ankle/Foot,Relinquished
1470,20001109,1509,1,2,Ankle/Foot,Relinquished
1471,20001110,753,9,0,Muscular,Relinquished
1472,20001110,1032,1,2,Ankle/Foot,Relinquished
1473,20001110,2040,1,2,Ankle/Foot,Relinquished
1474,20001111,1559,5,0,Back,Relinquished
1475,20001111,1724,9,0,Muscular,Relinquished
1476,20001111,1731,1,2,Ankle/Foot,Relinquished
1477,20001111,1802,3,4,Arm/Hand,Relinquished
1478,20001114,176,8,0,Knee,Relinquished
1479,20001114,445,3,4,Arm/Hand,Relinquished
1480,20001115,1504,1,2,Ankle/Foot,Relinquished
1481,20001116,901,1,2,Ankle/Foot,Relinquished
1482,20001117,281,5,0,Back,Relinquished
1483,20001117,1734,8,0,Knee,Relinquished
1484,20001120,182,5,0,Back,Relinquished
1485,20001120,1722,1,2,Ankle/Foot,Relinquished
1486,20001120,1928,1,2,Ankle/Foot,Relinquished
1487,20001121,721,1,2,Ankle/Foot,Relinquished
1488,20001121,2063,5,0,Back,Relinquished
1489,20001122,1114,1,2,Ankle/Foot,Relinquished
1490,20001122,1559,5,0,Back,Relinquished
1491,20001122,1628991,1,2,Ankle/Foot,Relinquished
1492,20001124,280,8,0,Knee,Relinquished
1493,20001124,754,8,0,Knee,Relinquished
1494,20001127,369,8,0,Knee,Relinquished
1495,20001128,462,8,0,Knee,Relinquished
1496,20001128,1548,1,2,Ankle/Foot,Relinquished
1497,20001128,1863,8,0,Knee,Relinquished
1498,20001129,955,1,2,Ankle/Foot,Relinquished
1499,20001201,1073,8,0,Knee,Relinquished
1500,20001201,1138,1,2,Ankle/Foot,Relinquished
1501,20001201,1502,3,4,Arm/Hand,Relinquished
1502,20001201,2072,1,2,Ankle/Foot,Relinquished
1503,20001202,426,1,2,Ankle/Foot,Relinquished
1504,20001202,1743,9,0,Muscular,Relinquished
1505,20001202,1914,3,4,Arm/Hand,Relinquished
1506,20001204,782,8,0,Knee,Relinquished
1507,20001205,236,3,4,Arm/Hand,Relinquished
1508,20001205,961,8,0,Knee,Relinquished
1509,20001205,1600,5,0,Back,Relinquished
1510,20001206,904,8,0,Knee,Relinquished
1511,20001207,1761,1,2,Ankle/Foot,Relinquished
1512,20001207,2092,5,0,Back,Relinquished
1513,20001208,2044,8,0,Knee,Relinquished
1514,20001209,727,1,2,Ankle/Foot,Relinquished
1515,20001209,966,1,2,Ankle/Foot,Relinquished
1516,20001210,713,1,2,Ankle/Foot,Relinquished
1517,20001212,168,1,2,Ankle/Foot,Relinquished
1518,20001213,371,1,2,Ankle/Foot,Relinquished
1519,20001213,422,9,0,Muscular,Relinquished
1520,20001213,2121,8,0,Knee,Relinquished
1521,20001214,2123,9,0,Muscular,Relinquished
1522,20001215,103,8,0,Knee,Relinquished
1523,20001215,754,8,0,Knee,Relinquished
1524,20001215,2063,1,2,Ankle/Foot,Relinquished
1525,20001217,146,1,2,Ankle/Foot,Relinquished
1526,20001217,2059,9,0,Muscular,Relinquished
1527,20001219,53,3,4,Arm/Hand,Relinquished
1528,20001219,673,3,4,Arm/Hand,Relinquished
1529,20001219,2053,8,0,Knee,Relinquished
1530,20001220,962,8,0,Knee,Relinquished
1531,20001223,445,3,4,Arm/Hand,Relinquished
1532,20001223,2057,8,0,Knee,Relinquished
1533,20001225,1743,9,0,Muscular,Relinquished
1534,20001226,980,1,2,Ankle/Foot,Relinquished
1535,20001227,255,1,2,Ankle/Foot,Relinquished
1536,20001228,2040,1,2,Ankle/Foot,Relinquished
1537,20001228,2073,8,0,Knee,Relinquished
1538,20001229,1919,5,0,Back,Relinquished
1539,20010101,1499,1,2,Ankle/Foot,Relinquished
1540,20010103,721,1,2,Ankle/Foot,Relinquished
1541,20010103,966,1,2,Ankle/Foot,Relinquished
1542,20010104,931,9,0,Muscular,Relinquished
1543,20010105,761,8,0,Knee,Relinquished
1544,20010105,1906,8,0,Knee,Relinquished
1545,20010107,1594,1,2,Ankle/Foot,Relinquished
1546,20010107,1734,8,0,Knee,Relinquished
1547,20010108,956,8,0,Knee,Relinquished
1548,20010109,165,8,0,Knee,Relinquished
1549,20010109,2130,3,4,Arm/Hand,Relinquished
1550,20010110,1444,8,0,Knee,Relinquished
1551,20010110,1559,5,0,Back,Relinquished
1552,20010112,384,9,0,Muscular,Relinquished
1553,20010114,2091,1,2,Ankle/Foot,Relinquished
1554,20010115,1893,5,0,Back,Relinquished
1555,20010115,1894,6,0,Head,Relinquished
1556,20010116,358,8,0,Knee,Relinquished
1557,20010117,1074,3,4,Arm/Hand,Relinquished
1558,20010117,1918,5,0,Back,Relinquished
1559,20010118,2106,5,0,Back,Relinquished
1560,20010119,236,1,2,Ankle/Foot,Relinquished
1561,20010119,2068,5,0,Back,Relinquished
1562,20010121,2074,8,0,Knee,Relinquished
1563,20010121,1631095,8,0,Knee,Relinquished
1564,20010122,1723,1,2,Ankle/Foot,Relinquished
1565,20010123,29,1,2,Ankle/Foot,Relinquished
1566,20010123,1900,8,0,Knee,Relinquished
1567,20010123,2055,9,0,Muscular,Relinquished
1568,20010123,2123,9,0,Muscular,Relinquished
1569,20010124,339,8,0,Knee,Relinquished
1570,20010124,376,3,4,Arm/Hand,Relinquished
1571,20010125,128,9,0,Muscular,Relinquished
1572,20010125,937,3,4,Arm/Hand,Relinquished
1573,20010125,1919,5,0,Back,Relinquished
1574,20010125,1956,3,4,Arm/Hand,Relinquished
1575,20010125,2051,3,4,Arm/Hand,Relinquished
1576,20010129,384,9,0,Muscular,Relinquished
1577,20010129,1863,1,2,Ankle/Foot,Relinquished
1578,20010130,957,8,0,Knee,Relinquished
1579,20010201,176,8,0,Knee,Relinquished
1580,20010201,280,8,0,Knee,Relinquished
1581,20010202,182,5,0,Back,Relinquished
1582,20010206,468,3,4,Arm/Hand,Relinquished
1583,20010208,1924,5,0,Back,Relinquished
1584,20010213,689,3,4,Arm/Hand,Relinquished
1585,20010213,990,5,0,Back,Relinquished
1586,20010213,2069,3,4,Arm/Hand,Relinquished
1587,20010214,1074,3,4,Arm/Hand,Relinquished
1588,20010214,1916,3,4,Arm/Hand,Relinquished
1589,20010215,371,8,0,Knee,Relinquished
1590,20010215,753,8,0,Knee,Relinquished
1591,20010215,1533,8,0,Knee,Relinquished
1592,20010216,934,9,0,Muscular,Relinquished
1593,20010216,2044,9,0,Muscular,Relinquished
1594,20010218,98,5,0,Back,Relinquished
1595,20010218,166,8,0,Knee,Relinquished
1596,20010218,1631199,8,0,Knee,Relinquished
1597,20010220,1727,8,0,Knee,Relinquished
1598,20010222,146,5,0,Back,Relinquished
1599,20010222,393,9,0,Muscular,Relinquished
1600,20010222,969,1,2,Ankle/Foot,Relinquished
1601,20010223,689,3,4,Arm/Hand,Relinquished
1602,20010223,1600,5,0,Back,Relinquished
1603,20010223,1916,3,4,Arm/Hand,Relinquished
1604,20010223,2055,9,0,Muscular,Relinquished
1605,20010226,72,1,2,Ankle/Foot,Relinquished
1606,20010227,1918,1,2,Ankle/Foot,Relinquished
1607,20010228,672,5,0,Back,Relinquished
1608,20010228,904,5,0,Back,Relinquished
1609,20010228,924,3,4,Arm/Hand,Relinquished
1610,20010228,2064,8,0,Knee,Relinquished
1611,20010301,760,1,2,Ankle/Foot,Relinquished
1612,20010302,1434,1,2,Ankle/Foot,Relinquished
1613,20010302,1838,1,2,Ankle/Foot,Relinquished
1614,20010302,2052,8,0,Knee,Relinquished
1615,20010304,1594,1,2,Ankle/Foot,Relinquished
1616,20010305,21,3,4,Arm/Hand,Relinquished
1617,20010305,1114,9,0,Muscular,Relinquished
1618,20010305,2073,8,0,Knee,Relinquished
1619,20010305,1628991,9,0,Muscular,Relinquished
1620,20010306,26,1,2,Ankle/Foot,Relinquished
1621,20010306,43,1,2,Ankle/Foot,Relinquished
1622,20010307,224,3,4,Arm/Hand,Relinquished
1623,20010307,1743,9,0,Muscular,Relinquished
1624,20010309,953,3,4,Arm/Hand,Relinquished
1625,20010310,365,5,0,Back,Relinquished
1626,20010311,713,3,4,Arm/Hand,Relinquished
1627,20010312,2074,8,0,Knee,Relinquished
1628,20010312,1631095,8,0,Knee,Relinquished
1629,20010313,2130,3,4,Arm/Hand,Relinquished
1630,20010316,1538,9,0,Muscular,Relinquished
1631,20010316,1930,5,0,Back,Relinquished
